baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000027993.16	1750.94836315767	0.897432221717901	0.116121700945123	7.7283764741098	1.08926808204047e-14	1.42980258966822e-13
ENSMUSG00000035455.12	279.599498315486	1.22177998840508	0.158273174008092	7.71943821852344	1.16843537971417e-14	1.53274715917229e-13
ENSMUSG00000003051.13	42.2437959979322	5.96717927257002	0.77323960689358	7.71711539265639	1.18991918016442e-14	1.5599403092561e-13
ENSMUSG00000042489.15	326.407176874595	1.07514208699684	0.139335621292933	7.71620406196423	1.19845382594355e-14	1.57013390103194e-13
ENSMUSG00000056671.7	147.124906720197	1.70719596658551	0.221622838056722	7.70315903160022	1.3274298782729e-14	1.73800898049566e-13
ENSMUSG00000006205.13	1410.53217324915	-0.913207324239466	0.118561570288765	-7.7023889108021	1.33545703247446e-14	1.74741300637566e-13
ENSMUSG00000030498.15	670.132353905837	-0.841171677802989	0.109242731488551	-7.70002421525999	1.36040448091837e-14	1.77893094164085e-13
ENSMUSG00000031333.7	486.001953837008	1.26469304145889	0.164360071584199	7.69464888442208	1.41883248040227e-14	1.85416219343536e-13
ENSMUSG00000069255.13	234.843259521969	1.25364511748006	0.162973120495801	7.69234284565571	1.44464874651638e-14	1.8867076148475e-13
ENSMUSG00000040511.14	1815.61194712123	0.782513216157243	0.101735019501617	7.69168001333902	1.45215433490478e-14	1.8953133581183e-13
ENSMUSG00000041757.17	377.765267106763	1.00962884673254	0.13129550289445	7.68974431320923	1.47429356878726e-14	1.92299565305813e-13
ENSMUSG00000002100.15	57.6522496945134	9.29813583013399	1.2094458316043	7.68793077553566	1.49533673738497e-14	1.94921430915457e-13
ENSMUSG00000028266.17	990.983017158702	-0.799226367353448	0.10396101455239	-7.6877507476679	1.49744172297324e-14	1.95072902538711e-13
ENSMUSG00000028860.13	194.22632838204	1.43198020259763	0.18629097592692	7.68679317649495	1.50868726550443e-14	1.9641418163304e-13
ENSMUSG00000049775.16	8900.7377356901	-1.06392913206074	0.138437636960332	-7.6852592649035	1.5268746315318e-14	1.98656952845902e-13
ENSMUSG00000030770.15	5872.9178787747	-0.656201022454417	0.0854104767853819	-7.68291019031902	1.55514617312701e-14	2.02208101090374e-13
ENSMUSG00000066363.12	166.191983728978	-1.7038985714215	0.221804088598726	-7.68199802891862	1.56626247932372e-14	2.03525577322674e-13
ENSMUSG00000004952.13	396.098207979706	-1.06166994040149	0.138207886468313	-7.68168856011627	1.57005163791891e-14	2.0388988219478e-13
ENSMUSG00000057098.14	377.65010158082	-1.17869737552916	0.153462344632206	-7.68069442933431	1.58228497091428e-14	2.05349618527626e-13
ENSMUSG00000032350.9	764.363937894785	-0.964379612822061	0.125578555203764	-7.67949281831805	1.59719669227595e-14	2.07154908922335e-13
ENSMUSG00000044337.5	1063.39628383776	-1.12031705066609	0.145904311692296	-7.67843689930686	1.61041448002464e-14	2.08738373109459e-13
ENSMUSG00000043681.5	55.5584502140323	9.2415234262784	1.20372703546328	7.67742449410185	1.62318860225013e-14	2.10262383310885e-13
ENSMUSG00000002308.16	342.496709425203	1.01515768802761	0.132233833609919	7.67698901494651	1.62871391738438e-14	2.10846087665398e-13
ENSMUSG00000026175.12	109.303040939551	9.25312663916377	1.20556330187007	7.67535526737609	1.6496081573161e-14	2.13417410571596e-13
ENSMUSG00000021388.14	2962.79655080919	-1.05044399034777	0.136915038219311	-7.67223238593531	1.69028356755681e-14	2.18543101012798e-13
ENSMUSG00000027510.17	220.113829722797	1.66962419333197	0.217663022564814	7.67068367267024	1.71081990792657e-14	2.21060158871186e-13
ENSMUSG00000027488.12	404.06004286929	-1.27447130895453	0.166170800326501	-7.66964657118085	1.7247091673063e-14	2.22715721248848e-13
ENSMUSG00000026398.14	56.5964978212127	9.26378620197998	1.2080695743005	7.66825553680875	1.74351274395613e-14	2.25003419427451e-13
ENSMUSG00000032547.12	3226.62187605617	-0.671200326701127	0.0875829318814284	-7.66359737317097	1.80796078089032e-14	2.33175091485524e-13
ENSMUSG00000004207.14	18927.5148115896	-0.829382949329174	0.10823740630648	-7.66262771468056	1.82166829200322e-14	2.34796585399817e-13
ENSMUSG00000020875.9	736.75270663305	-1.03511858497422	0.135090558375798	-7.66240511120478	1.82482951176394e-14	2.35057584743839e-13
ENSMUSG00000035093.16	1780.18461270012	-0.727935436802057	0.0950273005328784	-7.66027691747593	1.85532599501773e-14	2.38837142868275e-13
ENSMUSG00000000958.10	98.9684626403001	1.73044266616071	0.22590353678894	7.6600955025217	1.85794869767748e-14	2.39026024308794e-13
ENSMUSG00000038859.7	358.154944901633	1.29309039790941	0.168814920358468	7.65981108283326	1.86206787541519e-14	2.39407073578086e-13
ENSMUSG00000076431.4	2655.1355676011	-0.817269416643182	0.106703237770625	-7.65927476727581	1.86985965411886e-14	2.40259544501596e-13
ENSMUSG00000024738.6	55.3441537701482	9.2409153536726	1.20668968280115	7.65807107277259	1.88746431274671e-14	2.42371038099262e-13
ENSMUSG00000037306.13	852.801474367229	-1.05542664684275	0.137883201642277	-7.65449767826639	1.94069320687667e-14	2.49051615202591e-13
ENSMUSG00000037902.18	879.266081702253	-0.843617553556681	0.110255389072785	-7.65148588791217	1.98670118391263e-14	2.54797813959086e-13
ENSMUSG00000021759.14	1062.05630381416	-0.940795731194002	0.123063876338115	-7.64477569850951	2.09309874707894e-14	2.68277160971636e-13
ENSMUSG00000022594.14	973.825457626814	-0.959196948875406	0.12567450738861	-7.63239075932388	2.30439701279508e-14	2.95176848320073e-13
ENSMUSG00000048922.18	346.14222325619	1.09303876407865	0.143228044367302	7.63145771421416	2.32113978270194e-14	2.97137491861108e-13
ENSMUSG00000027763.13	4520.94096764006	-0.913655256554847	0.119760859935253	-7.62899712851761	2.36586907264218e-14	3.02676150313845e-13
ENSMUSG00000038260.10	532.803825711467	1.11378679662278	0.146115453700962	7.62264886027897	2.48522258776759e-14	3.17749070909445e-13
ENSMUSG00000010048.10	363.135982088183	1.28265369267573	0.168306757278877	7.62092808044791	2.51858249604102e-14	3.21815417514518e-13
ENSMUSG00000031925.17	415.386599898956	-0.971303017833479	0.127454823559745	-7.62076311202283	2.52180369947376e-14	3.22028105746998e-13
ENSMUSG00000035992.15	1492.48987482041	-0.948496672345269	0.124492116435453	-7.61892961179633	2.55787889355392e-14	3.26433316909006e-13
ENSMUSG00000028015.3	258.80221209216	-1.19765051203466	0.157225867718226	-7.6173884705858	2.58859401821066e-14	3.30149472593858e-13
ENSMUSG00000024056.10	365.417907359562	1.08608576970815	0.142584405431712	7.61714274727128	2.59352472972228e-14	3.30574529166758e-13
ENSMUSG00000043782.9	46.8732888708659	2.72600423664045	0.357902046861005	7.61662097366858	2.6040253513851e-14	3.317085741632e-13
ENSMUSG00000028403.15	1003.60307303938	1.25400349346189	0.164672149437365	7.61515227527205	2.63380773599017e-14	3.35295880827254e-13
ENSMUSG00000028944.14	621.654895057486	0.942060947101814	0.123722272465192	7.61431978520158	2.65083754373034e-14	3.37256311606086e-13
ENSMUSG00000037321.17	376.381297519653	-0.993549646020923	0.130515184011799	-7.61252151267781	2.68799435616856e-14	3.41773443429988e-13
ENSMUSG00000028661.8	98.8047006873174	9.11254247942057	1.1970852167735	7.612275510328	2.69311704955565e-14	3.42214449656989e-13
ENSMUSG00000023393.15	125.082443455854	1.52470424813721	0.200312084531925	7.61164385913124	2.70631442307331e-14	3.4368033437764e-13
ENSMUSG00000056999.15	2527.76293219148	0.739788390122759	0.0973010894536158	7.60308434650592	2.89154890874641e-14	3.66978357516791e-13
ENSMUSG00000020471.11	409.048426309626	1.09412616565052	0.143967467878638	7.59981530391885	2.96553689006854e-14	3.76137717013169e-13
ENSMUSG00000017817.11	644.421513825359	-1.18182455398838	0.15556196997473	-7.59713028949403	3.02769670143495e-14	3.8378652979525e-13
ENSMUSG00000045930.3	214.587095683753	-1.26255097776522	0.166260967471506	-7.59379063508456	3.10680231252432e-14	3.93572684869507e-13
ENSMUSG00000025726.11	98.3351192692573	9.10725639832893	1.19967820143442	7.5914160876139	3.16428059826026e-14	4.00608768275459e-13
ENSMUSG00000027186.15	81.5829210469325	7.93793119011053	1.04568376599422	7.59113935613532	3.17104682627783e-14	4.01219851346846e-13
ENSMUSG00000023169.15	2321.61701007363	0.685072827391613	0.0902524592774899	7.59062781087538	3.18359185619593e-14	4.02560909102232e-13
ENSMUSG00000027956.11	189.855263915464	1.25664069735893	0.165555610694401	7.59044463723168	3.18809582624399e-14	4.02884168341536e-13
ENSMUSG00000041577.5	3942.01061790122	-0.882715491385246	0.116431081632693	-7.58144199132291	3.41735232033042e-14	4.3159198687836e-13
ENSMUSG00000051323.16	2714.37203687652	-0.811488376421015	0.107047791103961	-7.58061766667309	3.43913693736101e-14	4.34078253954773e-13
ENSMUSG00000026600.12	1394.21326971708	-0.664291697509864	0.0876395557816594	-7.57981589003994	3.46045666951157e-14	4.36502848306011e-13
ENSMUSG00000026646.16	113.309509792037	1.70623489172803	0.225110961922952	7.57952823422262	3.46813725106128e-14	4.3720509026633e-13
ENSMUSG00000030726.16	336.914209627906	1.06398297122204	0.140412583918586	7.57754712240716	3.52149134527856e-14	4.43660727526051e-13
ENSMUSG00000074480.4	867.736020823372	0.762807151142869	0.100675871662359	7.57686165063589	3.54013936455777e-14	4.45738667283059e-13
ENSMUSG00000039395.8	69.2776686564771	2.07237875246961	0.273570972895206	7.57528743103697	3.58333384438113e-14	4.50902842084625e-13
ENSMUSG00000051329.13	952.520316129561	0.852972450776729	0.112674802604253	7.57021473356928	3.72607795709342e-14	4.68579785400557e-13
ENSMUSG00000029650.10	76.0381126774276	2.16871989209967	0.286537891398835	7.56870193157459	3.769719920467e-14	4.73780048570478e-13
ENSMUSG00000038080.17	597.364767602481	1.07525693740279	0.142120328287895	7.56582081083172	3.85423047600735e-14	4.84107260820668e-13
ENSMUSG00000056380.13	35.7620007400377	5.39055897244961	0.712562245179236	7.56503590938035	3.87757473644293e-14	4.86743862698999e-13
ENSMUSG00000068105.11	95.7363842873194	9.06351376168472	1.19859271900565	7.56179611136282	3.97541191414142e-14	4.98722536493896e-13
ENSMUSG00000019877.10	7029.36415196329	-0.666363729562311	0.0881878545582612	-7.55618483860585	4.15063898209761e-14	5.20389506803959e-13
ENSMUSG00000002732.14	562.463257114904	-0.909525940022837	0.120398950587767	-7.55426800302402	4.21222045692654e-14	5.27790457858506e-13
ENSMUSG00000043336.14	1831.64877312313	-0.981887567272229	0.130062248217483	-7.54936640515678	4.37380778760435e-14	5.47705579310964e-13
ENSMUSG00000054766.13	2852.49108806498	0.885555204478712	0.117426056646188	7.54138587099918	4.65002931713987e-14	5.8194287043964e-13
ENSMUSG00000029405.16	4304.22299190996	0.89204062489131	0.118307232949321	7.54003455793301	4.698469306142e-14	5.87649543749453e-13
ENSMUSG00000060681.15	489.134874792873	-0.865995412377573	0.114854986102715	-7.53990263516389	4.70322478863377e-14	5.87888889440886e-13
ENSMUSG00000049658.13	1171.1343358912	0.97534613087347	0.129361637587064	7.53968602335475	4.71104336407455e-14	5.88510592225908e-13
ENSMUSG00000022206.7	219.652520072817	-1.28285993837133	0.170157457569614	-7.53925191816226	4.72675082491112e-14	5.90116441248861e-13
ENSMUSG00000024036.16	33.1322128768534	5.00589419785706	0.664395462860731	7.53450990815449	4.90172289872156e-14	6.11426030891e-13
ENSMUSG00000040713.12	312.577928792356	-1.04498115274024	0.138693447665765	-7.5344666264157	4.90334889180726e-14	6.11426030891e-13
ENSMUSG00000039461.12	405.229929585679	-0.974211868016401	0.129313886312471	-7.53369878361197	4.93228325616094e-14	6.14663516386755e-13
ENSMUSG00000019880.10	121.305240491398	-1.82069346149564	0.241905564937635	-7.52646373375093	5.21329509720115e-14	6.49292207560506e-13
ENSMUSG00000067780.3	670.722494295597	-1.053777186	0.14003282776837	-7.52521535695233	5.26334984074117e-14	6.55131878191411e-13
ENSMUSG00000032336.17	6604.63810836142	-0.639154334211523	0.0849503154771724	-7.52386063102114	5.31820341561334e-14	6.61561479607897e-13
ENSMUSG00000075334.2	120.089950457387	-1.52294649184192	0.202460325483932	-7.52219719197669	5.38632618641773e-14	6.69632991697258e-13
ENSMUSG00000054387.13	3442.60657277086	0.950477522135167	0.126458514779857	7.51612118638104	5.64252542764424e-14	7.01062603733793e-13
ENSMUSG00000038587.10	5467.7685976823	0.750558253229098	0.0998902465909622	7.51382921600482	5.74224857581211e-14	7.13024587561976e-13
ENSMUSG00000011349.5	50.4522444283977	9.10275005945831	1.21171037473065	7.51231502947371	5.80907892035318e-14	7.2089031568894e-13
ENSMUSG00000025959.13	616.949483030426	-0.827257258699676	0.11019953558395	-7.5069033123962	6.05424087379238e-14	7.50863794701097e-13
ENSMUSG00000036052.14	311.686236789072	-1.03589509439916	0.138009146486377	-7.50598870272282	6.09666758541501e-14	7.5567263235159e-13
ENSMUSG00000021124.13	1060.29385286088	-0.695146670011175	0.0926761212419461	-7.5008174780684	6.34210503714836e-14	7.85623514392145e-13
ENSMUSG00000087370.3	283.684743647474	1.28766730032788	0.171690854164058	7.49991784126985	6.38578459213122e-14	7.90560896812798e-13
ENSMUSG00000031451.6	2824.20761820533	-0.937039832321444	0.124954241446371	-7.49906382908669	6.42752252662067e-14	7.9525214418781e-13
ENSMUSG00000067049.8	92.7880318686785	9.01715710184908	1.2025187233667	7.49855858926145	6.45234113476796e-14	7.97845672773131e-13
ENSMUSG00000002835.9	453.831449534704	0.939511180678526	0.125358985467698	7.49456592340257	6.65181294503822e-14	8.22019440824407e-13
ENSMUSG00000039813.14	882.529980881996	0.865686108133496	0.115521314254626	7.49373493297868	6.69408470324897e-14	8.26749434364845e-13
ENSMUSG00000050917.5	89.4921223830889	8.96703085834952	1.1972179775492	7.4898899168769	6.89314046459878e-14	8.50825756510471e-13
ENSMUSG00000038619.12	2136.55860767624	-0.643454125797426	0.0859453462700458	-7.48678263248427	7.05824539006149e-14	8.70685285534896e-13
ENSMUSG00000032741.9	1605.65546363411	0.76364718902132	0.102033532949075	7.48427665836544	7.19422634542338e-14	8.86930634134526e-13
ENSMUSG00000052504.7	281.574236059223	-1.12524074902579	0.150413556521499	-7.48097960747946	7.37706267273004e-14	9.08929693333927e-13
ENSMUSG00000041064.14	120.930694574243	1.63972408990871	0.219204636529676	7.48033488646908	7.41334558448919e-14	9.12856429204332e-13
ENSMUSG00000032908.9	35.9155949887667	4.36154217236021	0.583234996601777	7.47819009108296	7.53531507654768e-14	9.27323396719464e-13
ENSMUSG00000028497.12	672.285474138413	-0.907685128552335	0.121406120199583	-7.47643633665393	7.63651109521818e-14	9.39218222513546e-13
ENSMUSG00000039384.8	261.882912239411	-1.11910168127429	0.149746379087708	-7.47331379958653	7.82000646496288e-14	9.6121493607063e-13
ENSMUSG00000000223.13	145.067213495114	1.59500064587812	0.213433894152998	7.4730428932471	7.83612904360242e-14	9.62624712143725e-13
ENSMUSG00000028341.9	72.4948844398355	-2.13956236190776	0.286308771531087	-7.47291936068209	7.84349173870997e-14	9.62957350734084e-13
ENSMUSG00000022816.11	27223.0664800784	-0.652847349739785	0.0873667878254561	-7.472488871218	7.86920262623728e-14	9.65540894003384e-13
ENSMUSG00000037600.16	47.0241838520874	6.55093283133258	0.876937267327639	7.47024111689968	8.00480077047767e-14	9.81596405091118e-13
ENSMUSG00000030342.8	4351.81414310904	0.762527305407248	0.102077796323959	7.4700604134052	8.01580110907397e-14	9.82363018622117e-13
ENSMUSG00000020469.8	35.395730191384	4.88785389287666	0.654559094732829	7.46739894412701	8.1795498099597e-14	1.0018374595538e-12
ENSMUSG00000004665.10	6470.88463544648	-0.69462550556496	0.0930754428058172	-7.46303734502938	8.45503699510633e-14	1.0349665699276e-12
ENSMUSG00000042388.14	35.1916206211716	5.37858901362993	0.721208133537132	7.45774869072939	8.80133354342532e-14	1.07671902432194e-12
ENSMUSG00000027330.16	586.14315678499	0.905075102446556	0.12136504707556	7.45746097624853	8.82056752397213e-14	1.07843428113718e-12
ENSMUSG00000055044.12	828.20567845664	0.981277817100978	0.131644174200141	7.45401627579147	9.05408213733046e-14	1.10633075708775e-12
ENSMUSG00000022186.14	2862.29738801069	-0.876026508320658	0.117661021951778	-7.44534165851192	9.66938442022037e-14	1.18012127139291e-12
ENSMUSG00000026181.13	1425.10586655309	-0.652799065168586	0.087678649473483	-7.44535949274646	9.6680781943384e-14	1.18012127139291e-12
ENSMUSG00000021236.16	524.183661888436	-0.888758602322728	0.11942740240371	-7.4418314761497	9.92988507627796e-14	1.21120007413303e-12
ENSMUSG00000025041.17	460.086598894544	-0.881532563158315	0.118539947530609	-7.43658641261578	1.03320389296437e-13	1.25951024948461e-12
ENSMUSG00000039239.14	1308.03460094283	-0.701368152001527	0.0943195779113237	-7.43608238642598	1.03715167429208e-13	1.263578132278e-12
ENSMUSG00000006378.15	93.9352651352704	1.72846967954245	0.232489310343104	7.43462001324535	1.04868979667987e-13	1.27688321506277e-12
ENSMUSG00000034462.9	3518.5430030648	-0.693962773237741	0.0933884287955281	-7.43092888688767	1.07837679833803e-13	1.31225769571876e-12
ENSMUSG00000024006.17	2263.35266663339	0.699969940053482	0.0942501806062668	7.42672253305942	1.11321537466929e-13	1.3532428251544e-12
ENSMUSG00000026640.12	1879.25436985713	-0.954711277281607	0.128551129726156	-7.42670468408459	1.11336553797688e-13	1.3532428251544e-12
ENSMUSG00000037788.14	1513.79551165272	-0.694777048909095	0.0935711044682971	-7.4251239510002	1.1267434833661e-13	1.3686989101817e-12
ENSMUSG00000005397.8	9925.99788676138	-0.634813097874457	0.0855075000298449	-7.42406335880346	1.13580783530455e-13	1.37890004043106e-12
ENSMUSG00000024556.4	1162.86127872968	0.858320591924189	0.11563708629235	7.42253734891077	1.14897574057381e-13	1.39325094638044e-12
ENSMUSG00000029687.16	702.828318150459	1.04870920038172	0.141286211832783	7.42258700815688	1.14854487988346e-13	1.39325094638044e-12
ENSMUSG00000005892.4	42.5336222783019	5.64341758630075	0.760415971499854	7.42148744610085	1.15812232866875e-13	1.40351942666493e-12
ENSMUSG00000028962.14	1848.210093694	-0.856025787062673	0.115406729851655	-7.41746853206063	1.19380039607582e-13	1.44591035091455e-12
ENSMUSG00000034997.5	425.297569278895	-1.17004380321548	0.157762404218826	-7.41649323239618	1.20262023657833e-13	1.45574048180783e-12
ENSMUSG00000036501.7	897.072478694563	-0.89253022512226	0.120391604578138	-7.41355868002388	1.22954601648097e-13	1.4874630668387e-12
ENSMUSG00000021730.8	67.8847715063703	-2.0265752693766	0.273535733994611	-7.40881361195949	1.27434256871411e-13	1.54075538977141e-12
ENSMUSG00000028800.15	1362.94210721484	0.738136036407428	0.0996884620720027	7.40442796553817	1.31717002057678e-13	1.59160608736401e-12
ENSMUSG00000032244.9	1305.6299069938	0.79260878842993	0.107066554155029	7.40295412218325	1.33187774323191e-13	1.60843869668643e-12
ENSMUSG00000040594.19	141.71487386017	1.47604712615314	0.199436195414396	7.40109949994861	1.35061479867586e-13	1.63011483898526e-12
ENSMUSG00000048387.8	383.939245367278	-1.31530687288268	0.177759365431006	-7.3993675083926	1.36834670356313e-13	1.65055325111431e-12
ENSMUSG00000026643.16	1198.93028085733	0.878077775144977	0.118701700442597	7.39734790547171	1.38931216786793e-13	1.67486601495827e-12
ENSMUSG00000026580.16	98.3917717350888	-1.75004202226066	0.236629801499527	-7.39569577107622	1.40669740382063e-13	1.6948368778589e-12
ENSMUSG00000041653.5	44.6674891929037	6.47217276865981	0.875563353526146	7.39200966165899	1.44626014468363e-13	1.74148915093541e-12
ENSMUSG00000021728.8	1620.74038094861	-0.738836767032689	0.100069955129437	-7.3832027412926	1.54526442844376e-13	1.85856395529433e-12
ENSMUSG00000024803.9	231.3359410435	-1.40423507198716	0.190193260246356	-7.38320101442221	1.54528447967625e-13	1.85856395529433e-12
ENSMUSG00000026617.16	563.960590857601	0.9427608430916	0.127723499597462	7.38126379298123	1.56793992625117e-13	1.88471663302486e-12
ENSMUSG00000061411.12	195.298517096921	1.18572227115761	0.160751277900725	7.37612967462615	1.62957301891892e-13	1.95766417203111e-12
ENSMUSG00000025817.12	642.356256757967	0.832671942129525	0.112945477506427	7.37233540034521	1.67664543952108e-13	2.01304493368384e-12
ENSMUSG00000024238.15	2441.74799726874	-0.71184567697361	0.096564059547552	-7.37174555739415	1.6840821324886e-13	2.02080087440787e-12
ENSMUSG00000021319.7	68.51648545227	-1.98953059600986	0.269899905854804	-7.37136454238024	1.68890315841937e-13	2.02423752249255e-12
ENSMUSG00000032625.14	238.723007934589	-1.08024602128526	0.146545744377684	-7.37139127357531	1.68856448375148e-13	2.02423752249255e-12
ENSMUSG00000039633.7	215.981470810198	1.23054620056192	0.166966551940958	7.37001624730842	1.70607243140347e-13	2.0436317538184e-12
ENSMUSG00000042660.8	384.430590022705	0.9943925096737	0.134928795655648	7.36975754390852	1.70938633069693e-13	2.0464163786532e-12
ENSMUSG00000037313.16	761.835294142856	0.898003130042199	0.121933861381635	7.36467392951314	1.77580385029084e-13	2.12469949398303e-12
ENSMUSG00000048701.13	2252.18404208721	0.671262329019232	0.0911658883197523	7.36308658195561	1.79705728794766e-13	2.14888578703892e-12
ENSMUSG00000030516.14	4891.70869274215	0.651457192136405	0.0884850575015595	7.36234128711419	1.80712227193629e-13	2.15967293122738e-12
ENSMUSG00000026979.16	303.603008432198	1.00758374864469	0.136921475202348	7.35884379828391	1.85509947223974e-13	2.2137919121064e-12
ENSMUSG00000039114.16	625.171234928266	-0.874926258376713	0.11889348824187	-7.35890813966877	1.85420566498991e-13	2.2137919121064e-12
ENSMUSG00000042099.16	191.757373996823	1.25738797090162	0.170868463897291	7.35880654757587	1.85561713906922e-13	2.2137919121064e-12
ENSMUSG00000024785.7	432.703194208909	0.952083890102794	0.12946928120553	7.35374353852617	1.92731359466727e-13	2.29800209411423e-12
ENSMUSG00000022945.12	272.925347980103	1.07776830572088	0.146567614193524	7.35338643295255	1.9324720249377e-13	2.30282539054644e-12
ENSMUSG00000021636.15	68.7991975262986	7.68723686636008	1.04580418528727	7.35055087224428	1.97391634301625e-13	2.3508582261357e-12
ENSMUSG00000040616.3	128.868421155545	1.6001080540831	0.217725265196215	7.3492070506428	1.99386129281012e-13	2.37324560209223e-12
ENSMUSG00000023032.12	146.654733838905	1.34164230150951	0.182771724430969	7.34053533546564	2.12741195889637e-13	2.53075165001087e-12
ENSMUSG00000079057.4	159.628639231626	-1.34460160227597	0.183244391857562	-7.33775035975532	2.17213828248526e-13	2.58247268102141e-12
ENSMUSG00000036251.16	36.5597169480754	5.74851835451341	0.783690847035881	7.3351862871128	2.21413294245271e-13	2.63088846527968e-12
ENSMUSG00000040663.9	403.091942683686	-1.0208338696431	0.13919922864053	-7.33361728806209	2.24022245327397e-13	2.6603606137129e-12
ENSMUSG00000034832.15	1207.32229294708	0.76203177729955	0.103925384973667	7.33248933831356	2.25916449363841e-13	2.68131588524944e-12
ENSMUSG00000078350.11	243.800013809073	-1.32558728439169	0.180794119352242	-7.3320265567324	2.2669815803311e-13	2.68905091469664e-12
ENSMUSG00000032802.8	1126.2325774947	-0.727051951777651	0.0992411909066318	-7.32611071204976	2.369280845739e-13	2.80878583700875e-12
ENSMUSG00000018906.14	2211.76316406462	-0.794317948244312	0.108445471161427	-7.32458386447437	2.39641162165799e-13	2.83932229193807e-12
ENSMUSG00000062075.13	502.990758321622	1.13487895970591	0.15494600254837	7.32435132911308	2.40057026629483e-13	2.84262147102697e-12
ENSMUSG00000044702.13	87.447098990082	1.91787654467425	0.261873779632057	7.32366771262453	2.41283710943165e-13	2.85551265919981e-12
ENSMUSG00000022663.3	950.252152262897	-0.721536636108216	0.0985271994963451	-7.32322282371358	2.42085326800396e-13	2.86336143826175e-12
ENSMUSG00000029338.13	796.129617174224	-0.891645057658504	0.121821921045272	-7.31924968846243	2.49361242835905e-13	2.94773487459793e-12
ENSMUSG00000117192.1	44.8255944794182	2.90020654969857	0.396381114331384	7.31671223688505	2.54119975750222e-13	3.00227295165326e-12
ENSMUSG00000035439.13	306.437397623726	1.08468021860547	0.1482578266348	7.31617509325384	2.5513871587511e-13	3.01258825074681e-12
ENSMUSG00000024899.7	608.253035612449	-0.950159278925497	0.129903713845221	-7.3143349855078	2.58659145919711e-13	3.05241400549975e-12
ENSMUSG00000043091.9	1100.73228232242	0.793510920307378	0.108504576239257	7.31315625395979	2.60939279907879e-13	3.07756606810393e-12
ENSMUSG00000071042.12	56.5787313383172	-2.51933316453456	0.344543854571981	-7.31208271778427	2.63033096344392e-13	3.10049325588401e-12
ENSMUSG00000018042.18	9007.45513743536	-0.803295853999692	0.10987903163372	-7.31072928161091	2.65696358093396e-13	3.13010282453194e-12
ENSMUSG00000044950.7	378.269616104508	1.04440970205112	0.14286704700515	7.31036109407002	2.66425440683654e-13	3.13690557280748e-12
ENSMUSG00000031595.9	655.811618829659	-1.15068529785901	0.157424042027868	-7.30946355484447	2.68210986188399e-13	3.15613234998829e-12
ENSMUSG00000004798.14	1051.99028400324	-0.702315337782507	0.0960952654587371	-7.30853215743577	2.70076315471799e-13	3.17627557598926e-12
ENSMUSG00000026509.15	6776.12751792504	-0.549754173083877	0.0752759116416025	-7.3031885113703	2.81027007666206e-13	3.30318506113114e-12
ENSMUSG00000001416.13	5896.56257978547	0.727848355430481	0.099694495151752	7.30078781504006	2.8608761039303e-13	3.36075774912017e-12
ENSMUSG00000089726.2	84.9333136963107	2.13988034402635	0.293422330965767	7.2928339740986	3.03502016582922e-13	3.56330659310494e-12
ENSMUSG00000024966.9	3566.14420854304	0.65208808706341	0.089459791863716	7.2891750973086	3.11858531800079e-13	3.6593405827273e-12
ENSMUSG00000063063.12	67.8146578449114	-2.18725985279148	0.300138000902167	-7.28751389766348	3.15726746250674e-13	3.70262993179574e-12
ENSMUSG00000087141.1	281.327619528055	-1.05730872587131	0.145138932248046	-7.28480435603825	3.22137441733611e-13	3.77566983407547e-12
ENSMUSG00000022157.8	166.677188505796	1.72782124760911	0.237304209043877	7.281039196779	3.31258409037584e-13	3.88037525920754e-12
ENSMUSG00000034773.16	129.102384994939	1.69556238629065	0.232876659113939	7.28094602843414	3.31487292067411e-13	3.88085886304388e-12
ENSMUSG00000031381.16	445.255624581951	1.05397214505619	0.144835844592395	7.27701176474884	3.41295505553623e-13	3.99342767159943e-12
ENSMUSG00000041886.7	43.3795242320215	2.73145049567808	0.375640588620214	7.27144663922268	3.55657867832247e-13	4.15912623620447e-12
ENSMUSG00000056643.5	35.5802971675956	3.27719014583095	0.45096236001238	7.26710350225457	3.67277398635104e-13	4.29258053421717e-12
ENSMUSG00000020741.17	1759.54232021998	0.708095564132735	0.0974569209383664	7.26572887091875	3.71032132167052e-13	4.33401565112355e-12
ENSMUSG00000023902.18	74.6331487698413	8.70707343300107	1.19843289305953	7.26538255368843	3.71984008689859e-13	4.34268238587309e-12
ENSMUSG00000022285.17	4500.85885133958	0.741729773511883	0.102097275725314	7.26493207818258	3.73225760600952e-13	4.35472155079069e-12
ENSMUSG00000025213.11	123.200754172558	-1.57420668214864	0.216794509186674	-7.26128483629237	3.83430552994956e-13	4.471267108121e-12
ENSMUSG00000025001.11	728.979239826041	1.24782083663742	0.171877670344179	7.259935709733	3.87274348561178e-13	4.51354616827329e-12
ENSMUSG00000074604.9	46.4163581534566	2.62692941048474	0.361979993596163	7.25711215248939	3.95441822121649e-13	4.60614018819288e-12
ENSMUSG00000116617.1	50.1633686432836	3.52797372730834	0.486248932980621	7.25548888237652	4.00213650492106e-13	4.65909948662363e-12
ENSMUSG00000027171.10	524.4751503173	1.10204396399058	0.151908581133039	7.25465247434197	4.02694416257959e-13	4.68534273854241e-12
ENSMUSG00000005718.8	99.4557315809135	1.5800821804452	0.21783976756495	7.25341473738994	4.06393244042298e-13	4.72572065177236e-12
